NQUEST,AREA5,YL,YT,YM,YC,CD,CN,S,AR,AF,PF,BD,ANASC,ETA,Q
686492,1,37500.0,0.0,0.0,6572.472316,2900,24000.0,17172.47232,206000.0,15500.0,18800,16000,1959,45,1
686492,1,37500.0,0.0,0.0,6572.472316,2900,24000.0,17172.47232,206000.0,15500.0,18800,16000,1995,9,3
686493,1,0.0,21671.0,0.0,9537.337549,0,24000.0,7208.337549,293000.0,4500.0,0,7500,1935,69,3
686493,1,0.0,21671.0,0.0,9537.337549,0,24000.0,7208.337549,293000.0,4500.0,0,7500,1939,65,3
686494,1,1300.0,36470.0,0.0,33703.3717,1000,51600.0,18873.3717,406000.0,83000.0,0,37000,1948,56,1
686494,1,1300.0,36470.0,0.0,33703.3717,1000,51600.0,18873.3717,406000.0,83000.0,0,37000,1942,62,3
686494,1,1300.0,36470.0,0.0,33703.3717,1000,51600.0,18873.3717,406000.0,83000.0,0,37000,1922,82,3
686495,1,0.0,13260.0,0.0,4467.198881,0,15000.0,2727.198881,68500.0,10455.06273,0,5000,1944,60,3
686496,3,9000.0,0.0,0.0,0.0,0,12600.0,-3600.0,500.0,0.0,0,1300,1947,57,3
686496,3,9000.0,0.0,0.0,0.0,0,12600.0,-3600.0,500.0,0.0,0,1300,1975,29,1
686496,3,9000.0,0.0,0.0,0.0,0,12600.0,-3600.0,500.0,0.0,0,1300,2004,0,3
686497,3,12500.0,0.0,0.0,19208.29723,200,28800.0,2708.297233,375100.0,1000.0,0,24000,1982,22,1
686498,3,0.0,8450.0,0.0,21628.33986,0,30500.0,-421.660136,655000.0,10000.0,0,7500,1930,74,3
686498,3,0.0,8450.0,0.0,21628.33986,0,30500.0,-421.660136,655000.0,10000.0,0,7500,1934,70,3
686499,3,17000.0,4000.0,0.0,7324.458495,18000,18000.0,-7675.541505,150000.0,15000.0,0,23000,1960,44,1
686500,3,26250.0,0.0,0.0,13161.82925,1200,33900.0,4311.829252,311500.0,90200.0,0,33000,1961,43,1
686500,3,26250.0,0.0,0.0,13161.82925,1200,33900.0,4311.829252,311500.0,90200.0,0,33000,1966,38,3
686500,3,26250.0,0.0,0.0,13161.82925,1200,33900.0,4311.829252,311500.0,90200.0,0,33000,1993,11,3
686500,3,26250.0,0.0,0.0,13161.82925,1200,33900.0,4311.829252,311500.0,90200.0,0,33000,1996,8,3
686501,3,0.0,13000.0,0.0,4882.97233,3000,12000.0,2882.97233,101000.0,10000.0,0,6000,1938,66,3
686502,3,19400.0,0.0,0.0,500.0,0,14000.0,5900.0,30800.0,0.0,10000,7000,1967,37,1
686502,3,19400.0,0.0,0.0,500.0,0,14000.0,5900.0,30800.0,0.0,10000,7000,1970,34,1
686502,3,19400.0,0.0,0.0,500.0,0,14000.0,5900.0,30800.0,0.0,10000,7000,2002,2,3
686503,3,25000.0,0.0,0.0,698.458495,0,30000.0,-4301.541505,810000.0,15000.0,200000,70000,1967,37,1
686503,3,25000.0,0.0,0.0,698.458495,0,30000.0,-4301.541505,810000.0,15000.0,200000,70000,1968,36,1
686504,3,0.0,9750.0,0.0,3641.486165,600,9600.0,3191.486165,60000.0,5000.0,0,10000,1931,73,3
686505,3,0.0,16900.0,0.0,3600.0,0,18000.0,2500.0,0.0,0.0,0,700,1938,66,3
686505,3,0.0,16900.0,0.0,3600.0,0,18000.0,2500.0,0.0,0.0,0,700,1946,58,3
686507,3,0.0,17550.0,0.0,5099.572083,0,19200.0,3449.572083,1000.0,11500.0,0,7000,1937,67,3
686507,3,0.0,17550.0,0.0,5099.572083,0,19200.0,3449.572083,1000.0,11500.0,0,7000,1939,65,3
686508,3,0.0,7834.0,0.0,0.0,0,7404.0,430.0,0.0,0.0,0,3000,1939,65,3
686509,3,0.0,21826.0,0.0,7536.860825,0,21150.0,8212.860825,108500.0,55000.0,0,3750,1930,74,3
686509,3,0.0,21826.0,0.0,7536.860825,0,21150.0,8212.860825,108500.0,55000.0,0,3750,1932,72,3
686511,3,37050.0,0.0,0.0,2565.94466,0,28800.0,10815.94466,200800.0,20000.0,0,7000,1942,62,1
686511,3,37050.0,0.0,0.0,2565.94466,0,28800.0,10815.94466,200800.0,20000.0,0,7000,1951,53,3
686511,3,37050.0,0.0,0.0,2565.94466,0,28800.0,10815.94466,200800.0,20000.0,0,7000,1975,29,1
686511,3,37050.0,0.0,0.0,2565.94466,0,28800.0,10815.94466,200800.0,20000.0,0,7000,1975,29,1
686512,3,11700.0,21900.0,0.0,6024.891699,0,32400.0,7224.891699,100500.0,3000.0,0,10000,1944,60,3
686512,3,11700.0,21900.0,0.0,6024.891699,0,32400.0,7224.891699,100500.0,3000.0,0,10000,1916,88,3
686512,3,11700.0,21900.0,0.0,6024.891699,0,32400.0,7224.891699,100500.0,3000.0,0,10000,1938,66,3
686512,3,11700.0,21900.0,0.0,6024.891699,0,32400.0,7224.891699,100500.0,3000.0,0,10000,1976,28,3
686512,3,11700.0,21900.0,0.0,6024.891699,0,32400.0,7224.891699,100500.0,3000.0,0,10000,1978,26,1
686513,3,0.0,13200.0,0.0,7278.667899,0,19200.0,1278.667899,210000.0,9481.220889,0,33000,1940,64,3
686513,3,0.0,13200.0,0.0,7278.667899,0,19200.0,1278.667899,210000.0,9481.220889,0,33000,1943,61,3
686514,3,0.0,13000.0,0.0,6091.4902,0,15600.0,3491.4902,182000.0,11026.59157,0,15000,1929,75,3
686515,3,0.0,0.0,18000.0,118.7536439,0,25500.0,-7381.246356,5000.0,14312.43933,0,60000,1965,39,2
686516,3,0.0,15600.0,0.0,24.42854648,0,18000.0,-2375.571454,2000.0,2944.179882,0,22000,1943,61,3
686517,4,23500.0,0.0,0.0,4807.46751,0,22800.0,5507.46751,500.0,900.0,0,13000,1954,50,1
686517,4,23500.0,0.0,0.0,4807.46751,0,22800.0,5507.46751,500.0,900.0,0,13000,1952,52,1
686517,4,23500.0,0.0,0.0,4807.46751,0,22800.0,5507.46751,500.0,900.0,0,13000,1987,17,3
686518,4,13000.0,0.0,0.0,4829.040316,300,14400.0,3129.040316,100300.0,3500.0,0,14000,1958,46,3
686518,4,13000.0,0.0,0.0,4829.040316,300,14400.0,3129.040316,100300.0,3500.0,0,14000,1960,44,1
686518,4,13000.0,0.0,0.0,4829.040316,300,14400.0,3129.040316,100300.0,3500.0,0,14000,1988,16,3
686519,3,12700.0,6260.0,0.0,24.891699,0,12000.0,6984.891699,0.0,3000.0,0,2500,1977,27,1
686519,3,12700.0,6260.0,0.0,24.891699,0,12000.0,6984.891699,0.0,3000.0,0,2500,1939,65,3
686519,3,12700.0,6260.0,0.0,24.891699,0,12000.0,6984.891699,0.0,3000.0,0,2500,1941,63,3
686521,4,0.0,5880.0,0.0,0.0,0,7080.0,-1200.0,500.0,0.0,0,5000,1928,76,3
686522,4,0.0,6000.0,0.0,0.0,0,8400.0,-2400.0,1000.0,0.0,0,5000,1925,79,3
686523,4,0.0,9804.0,0.0,0.0,0,12276.0,-2472.0,2000.0,0.0,0,5000,1933,71,3
686523,4,0.0,9804.0,0.0,0.0,0,12276.0,-2472.0,2000.0,0.0,0,5000,1937,67,3
686524,4,0.0,6000.0,0.0,0.0,0,7800.0,-1800.0,500.0,0.0,0,2000,1928,76,3
686525,3,53600.0,0.0,0.0,4368.391699,13000,25200.0,19768.3917,355000.0,3000.0,56000,35000,1954,50,1
686525,3,53600.0,0.0,0.0,4368.391699,13000,25200.0,19768.3917,355000.0,3000.0,56000,35000,1954,50,1
686525,3,53600.0,0.0,0.0,4368.391699,13000,25200.0,19768.3917,355000.0,3000.0,56000,35000,1976,28,1
686525,3,53600.0,0.0,0.0,4368.391699,13000,25200.0,19768.3917,355000.0,3000.0,56000,35000,1985,19,1
686526,3,0.0,18200.0,0.0,4882.97233,0,16800.0,6282.97233,102000.0,10000.0,0,13000,1931,73,3
686526,3,0.0,18200.0,0.0,4882.97233,0,16800.0,6282.97233,102000.0,10000.0,0,13000,1929,75,3
686527,3,0.0,8450.0,0.0,4220.743083,0,12000.0,670.7430825,0.0,2500.0,0,2000,1932,72,3
686528,3,25500.0,0.0,0.0,12.4458495,0,18000.0,7512.44585,2000.0,1500.0,2000,25000,1962,42,1
686528,3,25500.0,0.0,0.0,12.4458495,0,18000.0,7512.44585,2000.0,1500.0,2000,25000,1982,22,1
686528,3,25500.0,0.0,0.0,12.4458495,0,18000.0,7512.44585,2000.0,1500.0,2000,25000,1985,19,3
686529,3,18000.0,0.0,0.0,18189.34156,4000,30000.0,2189.341563,405000.0,22819.84409,0,20000,1952,52,1
686530,4,16200.0,10998.0,0.0,2400.0,0,18000.0,11598.0,2000.0,0.0,0,4000,1951,53,3
686530,4,16200.0,10998.0,0.0,2400.0,0,18000.0,11598.0,2000.0,0.0,0,4000,1953,51,1
686530,4,16200.0,10998.0,0.0,2400.0,0,18000.0,11598.0,2000.0,0.0,0,4000,1925,79,3
686530,4,16200.0,10998.0,0.0,2400.0,0,18000.0,11598.0,2000.0,0.0,0,4000,1978,26,3
686530,4,16200.0,10998.0,0.0,2400.0,0,18000.0,11598.0,2000.0,0.0,0,4000,1981,23,3
686532,4,0.0,13000.0,0.0,3004.770574,0,15000.0,1004.770574,53000.0,574.9595891,0,5000,1941,63,3
686532,4,0.0,13000.0,0.0,3004.770574,0,15000.0,1004.770574,53000.0,574.9595891,0,5000,1937,67,3
686533,4,9500.0,0.0,15000.0,12066.00486,0,108000.0,-71433.99514,272500.0,7955.044203,0,8000,1960,44,1
686533,4,9500.0,0.0,15000.0,12066.00486,0,108000.0,-71433.99514,272500.0,7955.044203,0,8000,1953,51,2
686533,4,9500.0,0.0,15000.0,12066.00486,0,108000.0,-71433.99514,272500.0,7955.044203,0,8000,1987,17,3
686533,4,9500.0,0.0,15000.0,12066.00486,0,108000.0,-71433.99514,272500.0,7955.044203,0,8000,1990,14,3
686534,4,0.0,6000.0,0.0,0.0,0,12600.0,-6600.0,0.0,0.0,0,800,1970,34,3
686534,4,0.0,6000.0,0.0,0.0,0,12600.0,-6600.0,0.0,0.0,0,800,1971,33,3
686534,4,0.0,6000.0,0.0,0.0,0,12600.0,-6600.0,0.0,0.0,0,800,1990,14,3
686534,4,0.0,6000.0,0.0,0.0,0,12600.0,-6600.0,0.0,0.0,0,800,1992,12,3
686534,4,0.0,6000.0,0.0,0.0,0,12600.0,-6600.0,0.0,0.0,0,800,1997,7,3
686535,2,0.0,18590.0,1600.0,4824.891699,0,21600.0,3414.891699,265000.0,3000.0,0,5500,1946,58,3
686535,2,0.0,18590.0,1600.0,4824.891699,0,21600.0,3414.891699,265000.0,3000.0,0,5500,1951,53,2
686535,2,0.0,18590.0,1600.0,4824.891699,0,21600.0,3414.891699,265000.0,3000.0,0,5500,1921,83,3
686537,5,0.0,0.0,9000.0,5718.712684,0,11200.0,3518.712684,522000.0,514.9528592,20000,14000,1950,54,2
686537,5,0.0,0.0,9000.0,5718.712684,0,11200.0,3518.712684,522000.0,514.9528592,20000,14000,1949,55,2
686538,5,0.0,5200.0,0.0,2404.610049,500,9600.0,-2495.389951,52000.0,555.6128584,0,6000,1926,78,3
686540,2,0.0,19500.0,0.0,3710.012819,0,21600.0,1610.012819,150000.0,13258.97672,0,1000,1920,84,3
686541,3,13000.0,0.0,0.0,9624.891699,700,18000.0,3924.891699,500.0,3000.0,0,3000,1974,30,1
686542,3,19000.0,0.0,0.0,24.891699,0,10200.0,8824.891699,0.0,3000.0,0,11000,1970,34,1
686543,3,16000.0,0.0,0.0,9724.458495,0,16800.0,8924.458495,355000.0,15000.0,0,30000,1940,64,1
686544,3,15000.0,0.0,0.0,16.594466,0,8400.0,6616.594466,0.0,2000.0,1000,1000,1964,40,1
686545,3,10307.77884,-1000.0,0.0,641.486165,0,3907.778844,6041.486165,2000.0,5000.0,0,2000,1940,64,1
686546,3,19287.07497,-4000.0,0.0,66.377864,13000,12287.07497,-9933.622136,1500.0,8000.0,2000,27000,1960,44,1
686546,3,19287.07497,-4000.0,0.0,66.377864,13000,12287.07497,-9933.622136,1500.0,8000.0,2000,27000,1985,19,3
686549,1,38350.0,14740.0,0.0,5400.273901,1500,31200.0,25790.2739,166500.0,28725.78669,0,60000,1929,75,3
686549,1,38350.0,14740.0,0.0,5400.273901,1500,31200.0,25790.2739,166500.0,28725.78669,0,60000,1936,68,3
686549,1,38350.0,14740.0,0.0,5400.273901,1500,31200.0,25790.2739,166500.0,28725.78669,0,60000,1966,38,1
686549,1,38350.0,14740.0,0.0,5400.273901,1500,31200.0,25790.2739,166500.0,28725.78669,0,60000,1967,37,1
686552,1,0.0,12935.0,0.0,14.3224208,-8000,12840.0,8109.322421,3000.0,1726.168326,0,13500,1943,61,3
686552,1,0.0,12935.0,0.0,14.3224208,-8000,12840.0,8109.322421,3000.0,1726.168326,0,13500,1944,60,3
686555,1,0.0,13000.0,0.0,6506.201165,0,15600.0,3906.201165,151000.0,20000.0,0,10000,1927,77,3
686557,1,0.0,14300.0,0.0,7245.115922,0,16800.0,4745.115922,174000.0,5437.465935,0,19500,1941,63,3
686558,1,0.0,11700.0,0.0,4856.814883,-1000,15600.0,1956.814883,203500.0,6847.449417,0,28500,1941,63,3
686558,1,0.0,11700.0,0.0,4856.814883,-1000,15600.0,1956.814883,203500.0,6847.449417,0,28500,1945,59,3
686559,3,0.0,14050.0,0.0,6012.44585,400,22800.0,-3137.554151,200500.0,1500.0,0,6000,1922,82,3
686560,3,0.0,16900.0,0.0,13661.86705,0,22200.0,8361.867054,192000.0,32511.36463,0,12000,1940,64,3
686561,3,20930.0,0.0,0.0,10075.75466,3000,24000.0,4005.75466,310000.0,30000.0,3000,30000,1949,55,3
686561,3,20930.0,0.0,0.0,10075.75466,3000,24000.0,4005.75466,310000.0,30000.0,3000,30000,1945,59,1
686561,3,20930.0,0.0,0.0,10075.75466,3000,24000.0,4005.75466,310000.0,30000.0,3000,30000,1971,33,1
686562,3,18850.0,14252.0,0.0,8424.891699,0,22800.0,18726.8917,305000.0,3000.0,0,15000,1936,68,3
686562,3,18850.0,14252.0,0.0,8424.891699,0,22800.0,18726.8917,305000.0,3000.0,0,15000,1939,65,3
686562,3,18850.0,14252.0,0.0,8424.891699,0,22800.0,18726.8917,305000.0,3000.0,0,15000,1971,33,1
686567,1,0.0,24700.0,0.0,6681.357763,0,27600.0,3781.357763,82000.0,25434.45523,0,10000,1940,64,3
686567,1,0.0,24700.0,0.0,6681.357763,0,27600.0,3781.357763,82000.0,25434.45523,0,10000,1935,69,3
686569,4,0.0,5525.0,10000.0,9624.891699,0,21600.0,3549.891699,455000.0,4000.0,0,6000,1940,64,2
686569,4,0.0,5525.0,10000.0,9624.891699,0,21600.0,3549.891699,455000.0,4000.0,0,6000,1943,61,3
686570,2,9000.0,10140.0,30000.0,7520.315165,1000,25200.0,30460.31517,612000.0,14000.0,0,20000,1948,56,3
686570,2,9000.0,10140.0,30000.0,7520.315165,1000,25200.0,30460.31517,612000.0,14000.0,0,20000,1948,56,1
686570,2,9000.0,10140.0,30000.0,7520.315165,1000,25200.0,30460.31517,612000.0,14000.0,0,20000,1972,32,2
686570,2,9000.0,10140.0,30000.0,7520.315165,1000,25200.0,30460.31517,612000.0,14000.0,0,20000,1976,28,2
686571,2,24000.0,0.0,0.0,3616.594466,8000,25200.0,-5583.405534,10000.0,2000.0,20000,17000,1953,51,1
686571,2,24000.0,0.0,0.0,3616.594466,8000,25200.0,-5583.405534,10000.0,2000.0,20000,17000,1977,27,1
686572,2,0.0,9100.0,0.0,11355.83447,0,18500.0,1955.834466,402330.0,42000.0,0,15000,1947,57,3
686572,2,0.0,9100.0,0.0,11355.83447,0,18500.0,1955.834466,402330.0,42000.0,0,15000,1941,63,3
686573,2,14500.0,0.0,0.0,4858.080631,500,16800.0,2058.080631,101500.0,7000.0,0,9000,1956,48,3
686573,2,14500.0,0.0,0.0,4858.080631,500,16800.0,2058.080631,101500.0,7000.0,0,9000,1950,54,1
686573,2,14500.0,0.0,0.0,4858.080631,500,16800.0,2058.080631,101500.0,7000.0,0,9000,1988,16,3
686574,2,22100.0,0.0,0.0,7266.377864,350,26400.0,2616.377864,4000.0,8000.0,450,25000,1964,40,3
686574,2,22100.0,0.0,0.0,7266.377864,350,26400.0,2616.377864,4000.0,8000.0,450,25000,1960,44,1
686574,2,22100.0,0.0,0.0,7266.377864,350,26400.0,2616.377864,4000.0,8000.0,450,25000,1994,10,3
686576,3,50000.0,0.0,15000.0,3724.264139,1000,39600.0,28124.26414,195000.0,14976.57585,0,50000,1945,59,1
686576,3,50000.0,0.0,15000.0,3724.264139,1000,39600.0,28124.26414,195000.0,14976.57585,0,50000,1944,60,2
686577,3,0.0,0.0,13000.0,33.188932,200,19680.0,-6846.811068,160000.0,4000.0,0,12000,1975,29,2
686578,3,0.0,9750.0,0.0,2408.297233,0,12000.0,158.297233,100500.0,1000.0,0,1000,1925,79,3
686579,3,0.0,6456.0,0.0,3603.318893,0,10800.0,-740.6811068,150100.0,400.0,0,1500,1938,66,3
686580,3,0.0,9600.0,0.0,3804.148617,0,13400.0,4.1486165,203000.0,500.0,0,1100,1939,65,3
686581,1,0.0,10400.0,0.0,41.486165,0,11400.0,-958.513835,500.0,5000.0,0,2000,1930,74,3
686584,2,0.0,7810.0,0.0,6514.498398,3400,15600.0,-4675.501602,203500.0,21000.0,3400,18000,1939,65,3
686584,2,0.0,7810.0,0.0,6514.498398,3400,15600.0,-4675.501602,203500.0,21000.0,3400,18000,1975,29,3
686587,2,0.0,7020.0,0.0,9600.0,0,18000.0,-1380.0,251000.0,0.0,0,2500,1933,71,3
686590,2,15000.0,7280.0,0.0,4833.188932,0,21600.0,5513.188932,121000.0,4000.0,0,7000,1954,50,3
686590,2,15000.0,7280.0,0.0,4833.188932,0,21600.0,5513.188932,121000.0,4000.0,0,7000,1949,55,1
686590,2,15000.0,7280.0,0.0,4833.188932,0,21600.0,5513.188932,121000.0,4000.0,0,7000,1985,19,3
686592,2,0.0,6500.0,0.0,3124.458495,0,7200.0,2424.458495,0.0,15000.0,0,3500,1931,73,3
686595,3,0.0,14260.0,0.0,1224.891699,0,14400.0,1084.891699,12500.0,3000.0,0,2000,1923,81,3
686596,2,0.0,8060.0,0.0,7490.403155,0,14640.0,910.403155,130000.0,35000.0,0,6000,1936,68,3
686597,1,0.0,15600.0,0.0,12641.69932,1000,21600.0,5641.69932,2000.0,50000.0,0,10000,1919,85,3
686598,1,0.0,0.0,20000.0,41.486165,1000,16800.0,2241.486165,0.0,5000.0,0,12000,1975,29,2
686599,1,26000.0,0.0,0.0,6453.888495,700,21000.0,10753.8885,500.0,45000.0,2000,15000,1976,28,1
686601,4,0.0,5850.0,0.0,1800.0,0,6600.0,1050.0,85000.0,0.0,0,5000,1925,79,3
686601,4,0.0,5850.0,0.0,1800.0,0,6600.0,1050.0,85000.0,0.0,0,5000,1965,39,3
686602,4,0.0,13520.0,0.0,2400.0,0,8400.0,7520.0,151000.0,0.0,0,3000,1922,82,3
686603,4,0.0,7200.0,0.0,0.0,0,8400.0,-1200.0,1000.0,0.0,0,2000,1970,34,3
686603,4,0.0,7200.0,0.0,0.0,0,8400.0,-1200.0,1000.0,0.0,0,2000,1970,34,3
686603,4,0.0,7200.0,0.0,0.0,0,8400.0,-1200.0,1000.0,0.0,0,2000,1998,6,3
686604,4,0.0,8060.0,0.0,1200.0,0,7200.0,2060.0,10500.0,0.0,0,500,1935,69,3
686605,4,0.0,0.0,20000.0,2400.0,0,20400.0,2000.0,152500.0,0.0,0,20000,1961,43,2
686605,4,0.0,0.0,20000.0,2400.0,0,20400.0,2000.0,152500.0,0.0,0,20000,1966,38,3
686605,4,0.0,0.0,20000.0,2400.0,0,20400.0,2000.0,152500.0,0.0,0,20000,1995,9,3
686605,4,0.0,0.0,20000.0,2400.0,0,20400.0,2000.0,152500.0,0.0,0,20000,1999,5,3
686607,4,0.0,11076.0,20000.0,1800.0,0,7800.0,25076.0,260000.0,0.0,0,23000,1923,81,3
686607,4,0.0,11076.0,20000.0,1800.0,0,7800.0,25076.0,260000.0,0.0,0,23000,1929,75,3
686607,4,0.0,11076.0,20000.0,1800.0,0,7800.0,25076.0,260000.0,0.0,0,23000,1956,48,2
686608,2,0.0,24050.0,0.0,7701.035019,0,16600.0,15151.03502,624000.0,1800.0,30000,5000,1940,64,3
686608,2,0.0,24050.0,0.0,7701.035019,0,16600.0,15151.03502,624000.0,1800.0,30000,5000,1949,55,3
686609,2,0.0,21996.0,0.0,11565.93644,15000,25200.0,-6638.063563,200000.0,36554.14606,0,4000,1948,56,3
686609,2,0.0,21996.0,0.0,11565.93644,15000,25200.0,-6638.063563,200000.0,36554.14606,0,4000,1943,61,3
686610,2,0.0,8450.0,0.0,16.594466,0,7800.0,666.594466,0.0,2000.0,0,1000,1929,75,3
686611,2,14400.0,0.0,0.0,-847.842767,1000,8400.0,4152.157233,81000.0,1000.0,88000,8800,1972,32,1
686612,2,7200.0,0.0,0.0,6049.783398,750,12600.0,-100.216602,78000.0,6000.0,0,1100,1960,44,1
686613,2,0.0,9100.0,0.0,3726.115831,500,13200.0,-873.8841693,250000.0,1363.807756,40000,15000,1947,57,3
686614,2,0.0,14335.0,4000.0,4069.550078,0,20500.0,1904.550078,147800.0,17200.0,0,4000,1942,62,3
686614,2,0.0,14335.0,4000.0,4069.550078,0,20500.0,1904.550078,147800.0,17200.0,0,4000,1945,59,3
686614,2,0.0,14335.0,4000.0,4069.550078,0,20500.0,1904.550078,147800.0,17200.0,0,4000,1983,21,3
686615,2,28000.0,18200.0,0.0,12231.74641,0,48000.0,10431.74641,250500.0,8793.297226,0,27000,1946,58,3
686615,2,28000.0,18200.0,0.0,12231.74641,0,48000.0,10431.74641,250500.0,8793.297226,0,27000,1943,61,3
686615,2,28000.0,18200.0,0.0,12231.74641,0,48000.0,10431.74641,250500.0,8793.297226,0,27000,1970,34,1
686615,2,28000.0,18200.0,0.0,12231.74641,0,48000.0,10431.74641,250500.0,8793.297226,0,27000,1975,29,1
686616,2,0.0,0.0,10000.0,2543.145612,6000,16900.0,-10356.85439,194000.0,5200.0,2000,15000,1963,41,3
686616,2,0.0,0.0,10000.0,2543.145612,6000,16900.0,-10356.85439,194000.0,5200.0,2000,15000,1963,41,2
686616,2,0.0,0.0,10000.0,2543.145612,6000,16900.0,-10356.85439,194000.0,5200.0,2000,15000,1989,15,3
686616,2,0.0,0.0,10000.0,2543.145612,6000,16900.0,-10356.85439,194000.0,5200.0,2000,15000,1992,12,3
686618,2,0.0,16900.0,0.0,4200.0,0,13800.0,7300.0,311000.0,0.0,0,7500,1923,81,3
686618,2,0.0,16900.0,0.0,4200.0,0,13800.0,7300.0,311000.0,0.0,0,7500,1928,76,3
686619,3,0.0,8500.0,0.0,6.6377864,0,8400.0,106.6377864,0.0,800.0,0,4000,1979,25,3
686622,3,0.0,8190.0,0.0,3682.97233,0,10800.0,1072.97233,200.0,10000.0,0,3000,1936,68,3
686623,3,0.0,0.0,13000.0,33.188932,7800,12000.0,-6766.811068,24200.0,4000.0,4000,12000,1969,35,2
686623,3,0.0,0.0,13000.0,33.188932,7800,12000.0,-6766.811068,24200.0,4000.0,4000,12000,1972,32,3
686623,3,0.0,0.0,13000.0,33.188932,7800,12000.0,-6766.811068,24200.0,4000.0,4000,12000,1991,13,3
686623,3,0.0,0.0,13000.0,33.188932,7800,12000.0,-6766.811068,24200.0,4000.0,4000,12000,1993,11,3
686623,3,0.0,0.0,13000.0,33.188932,7800,12000.0,-6766.811068,24200.0,4000.0,4000,12000,1998,6,3
686629,1,0.0,13000.0,0.0,18323.38736,0,36300.0,-4976.612644,224000.0,12818.69345,0,13000,1928,76,3
686629,1,0.0,13000.0,0.0,18323.38736,0,36300.0,-4976.612644,224000.0,12818.69345,0,13000,1932,72,3
686634,1,34000.0,-1500.0,0.0,4988.58385,0,25200.0,12288.58385,75000.0,8892.585016,40000,6000,1970,34,1
686634,1,34000.0,-1500.0,0.0,4988.58385,0,25200.0,12288.58385,75000.0,8892.585016,40000,6000,1981,23,1
686634,1,34000.0,-1500.0,0.0,4988.58385,0,25200.0,12288.58385,75000.0,8892.585016,40000,6000,2001,3,3
686634,1,34000.0,-1500.0,0.0,4988.58385,0,25200.0,12288.58385,75000.0,8892.585016,40000,6000,2004,0,3
686634,1,34000.0,-1500.0,0.0,4988.58385,0,25200.0,12288.58385,75000.0,8892.585016,40000,6000,1988,16,3
686637,1,26700.0,9620.0,19000.0,13095.37466,0,33600.0,34815.37466,542000.0,50000.0,10000,55000,1945,59,2
686637,1,26700.0,9620.0,19000.0,13095.37466,0,33600.0,34815.37466,542000.0,50000.0,10000,55000,1940,64,2
686637,1,26700.0,9620.0,19000.0,13095.37466,0,33600.0,34815.37466,542000.0,50000.0,10000,55000,1970,34,1
686637,1,26700.0,9620.0,19000.0,13095.37466,0,33600.0,34815.37466,542000.0,50000.0,10000,55000,1976,28,1
686640,1,0.0,3000.0,12000.0,9682.97233,0,21600.0,3082.97233,180000.0,10000.0,0,29000,1944,60,3
686641,1,0.0,7000.0,20000.0,20679.17233,1000,38400.0,8279.17233,410000.0,210000.0,0,16000,1939,65,2
686641,1,0.0,7000.0,20000.0,20679.17233,1000,38400.0,8279.17233,410000.0,210000.0,0,16000,1938,66,3
686642,1,16000.0,0.0,20000.0,17507.00819,0,40800.0,12707.00819,842000.0,36000.0,0,30000,1965,39,1
686642,1,16000.0,0.0,20000.0,17507.00819,0,40800.0,12707.00819,842000.0,36000.0,0,30000,1964,40,2
686642,1,16000.0,0.0,20000.0,17507.00819,0,40800.0,12707.00819,842000.0,36000.0,0,30000,2002,2,3
686643,1,0.0,27300.0,18000.0,10992.05699,26500,42000.0,-12207.94301,520000.0,30000.0,22000,85000,1944,60,3
686643,1,0.0,27300.0,18000.0,10992.05699,26500,42000.0,-12207.94301,520000.0,30000.0,22000,85000,1953,51,3
686643,1,0.0,27300.0,18000.0,10992.05699,26500,42000.0,-12207.94301,520000.0,30000.0,22000,85000,1984,20,3
686644,1,33550.0,0.0,0.0,8482.97233,1000,28650.0,12382.97233,183000.0,10000.0,10000,42000,1972,32,1
686644,1,33550.0,0.0,0.0,8482.97233,1000,28650.0,12382.97233,183000.0,10000.0,10000,42000,1971,33,1
686644,1,33550.0,0.0,0.0,8482.97233,1000,28650.0,12382.97233,183000.0,10000.0,10000,42000,2002,2,3
686645,1,0.0,5720.0,0.0,0.0,0,7440.0,-1720.0,0.0,0.0,0,4000,1946,58,3
686645,1,0.0,5720.0,0.0,0.0,0,7440.0,-1720.0,0.0,0.0,0,4000,1987,17,3
686646,1,56500.0,0.0,0.0,12082.97233,500,48000.0,20082.97233,403000.0,10000.0,0,40000,1950,54,1
686646,1,56500.0,0.0,0.0,12082.97233,500,48000.0,20082.97233,403000.0,10000.0,0,40000,1950,54,1
686646,1,56500.0,0.0,0.0,12082.97233,500,48000.0,20082.97233,403000.0,10000.0,0,40000,1979,25,1
686646,1,56500.0,0.0,0.0,12082.97233,500,48000.0,20082.97233,403000.0,10000.0,0,40000,1988,16,3
686646,1,56500.0,0.0,0.0,12082.97233,500,48000.0,20082.97233,403000.0,10000.0,0,40000,1993,11,3
686647,1,0.0,0.0,11000.0,5335.993083,0,39600.0,-23264.00692,362500.0,2500.0,75000,50000,1956,48,2
686647,1,0.0,0.0,11000.0,5335.993083,0,39600.0,-23264.00692,362500.0,2500.0,75000,50000,1955,49,2
686647,1,0.0,0.0,11000.0,5335.993083,0,39600.0,-23264.00692,362500.0,2500.0,75000,50000,1982,22,3
686647,1,0.0,0.0,11000.0,5335.993083,0,39600.0,-23264.00692,362500.0,2500.0,75000,50000,1987,17,3
686648,1,23400.0,0.0,0.0,229.435898,0,19200.0,4429.435898,500.0,11248.72545,0,13000,1965,39,1
